hg19.kgXref.geneSymbol	hg19.knownGene.chrom	hg19.knownGene.chrom.num	hg19.knownGene.strand	hg19.knownGene.dir	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownGene.cdsStart	hg19.knownGene.cdsEnd	hg19.knownGene.exonCount	hg19.knownGene.exonStarts	hg19.knownGene.exonEnds	hg19.knownGene.proteinID	hg19.knownGene.alignID
ETV4	chr17	17	-	0	41605210	41623305	41605886	41622985	13	"41605210,41606502,41606871,41607251,41607474,41610041,41610554,41611226,41613793,41622342,41622641,41622925,41623228,"	"41606111,41606604,41607044,41607320,41607549,41610307,41610716,41611353,41613847,41622390,41622735,41623036,41623305,"	P43268	uc002idw.3
ETV5	chr3	3	-	0	185764105	185826362	185766427	185826297	13	"185764105,185769818,185774863,185775211,185782205,185783601,185797605,185798834,185823093,185823237,185823413,185823612,185826245,"	"185766649,185769920,185775033,185775280,185782265,185783861,185797893,185798964,185823144,185823285,185823501,185823731,185826362,"	B7Z7D7	uc003fpy.3
ETV5	chr3	3	-	0	185764105	185826901	185766427	185823657	13	"185764105,185769818,185774863,185775211,185782205,185783601,185797605,185798834,185823093,185823237,185823413,185823612,185826728,"	"185766649,185769920,185775033,185775280,185782265,185783861,185797893,185798964,185823144,185823285,185823501,185823731,185826901,"	P41161	uc003fpz.3
ETV6	chr12	12	+	1	12022357	12268261	12022515	12268260	2	"12022357,12268228,"	"12022903,12268261,"	NP_001978	uc001raa.1
ETV6	chr12	12	+	1	11802787	12048325	11803061	12043980	8	"11802787,11905383,11992073,12006360,12022357,12037378,12038859,12043874,"	"11803094,11905513,11992238,12006495,12022903,12037521,12038960,12048325,"	P41212	uc001qzz.3
EVX1	chr7	7	+	1	27282318	27286192	27284785	27286044	4	"27282318,27284085,27284666,27285504,"	"27283021,27284137,27284923,27286192,"	P49640	uc011jzn.1
EVX1	chr7	7	+	1	27282318	27286192	27282649	27284900	3	"27282318,27284666,27285504,"	"27283021,27284923,27286192,"	F8W9J5	uc010kuy.1
EVX1	chr7	7	+	1	27282163	27286192	27282649	27286044	3	"27282163,27284666,27285504,"	"27283076,27284923,27286192,"	P49640	uc003szd.1
EVX2	chr2	2	-	0	176944834	176948690	176944834	176948504	3	"176944834,176946905,176948077,"	"176945566,176947177,176948690,"	Q03828	uc010zeu.2
EWSR1	chr22	22	+	1	29685501	29696515	29688130	29696151	8	"29685501,29688476,29692228,29693816,29694722,29695223,29695588,29696111,"	"29688158,29688595,29692358,29693939,29694885,29695321,29695841,29696515,"	C9JGE3	uc003aez.3
EWSR1	chr22	22	+	1	29674018	29696515	29678505	29696151	13	"29674018,29678378,29682986,29684594,29687550,29688125,29688476,29692228,29693816,29694722,29695223,29695588,29696111,"	"29674205,29678546,29683123,29684775,29687588,29688158,29688595,29692358,29693939,29694885,29695321,29695841,29696515,"	B0QYK1	uc003aey.3
EWSR1	chr22	22	+	1	29663997	29696515	29664325	29696151	17	"29663997,29668204,29668368,29669729,29674018,29678378,29682911,29684594,29687553,29688125,29688476,29692228,29693816,29694722,29695223,29695588,29696111,"	"29664338,29668241,29668420,29669853,29674205,29678546,29683123,29684775,29687588,29688158,29688595,29692358,29693939,29694885,29695321,29695841,29696515,"	Q01844-3	uc003aex.3
EWSR1	chr22	22	+	1	29663997	29696515	29664325	29696151	16	"29663997,29668204,29668368,29669729,29674018,29682911,29684594,29687550,29688125,29688476,29692228,29693816,29694722,29695223,29695588,29696111,"	"29664338,29668241,29668420,29669853,29674205,29683123,29684775,29687588,29688158,29688595,29692358,29693939,29694885,29695321,29695841,29696515,"	B0QYK1	uc003aew.3
EWSR1	chr22	22	+	1	29663997	29686672	29664325	29686492	9	"29663997,29668204,29668368,29669729,29674018,29678378,29682911,29684594,29686401,"	"29664338,29668241,29668420,29669853,29674205,29678546,29683123,29684775,29686672,"	Q01844-4	uc003aes.4
EWSR1	chr22	22	+	1	29663997	29696515	29664325	29696151	17	"29663997,29668204,29668368,29669729,29674018,29678378,29682911,29684594,29687550,29688125,29688476,29692228,29693816,29694722,29695223,29695588,29696111,"	"29664338,29668241,29668420,29669853,29674205,29678546,29683123,29684775,29687588,29688158,29688595,29692358,29693939,29694885,29695321,29695841,29696515,"	Q01844	uc003aet.3
EWSR1	chr22	22	+	1	29663997	29696515	29664325	29696151	18	"29663997,29668204,29668368,29669729,29670253,29674018,29678378,29682911,29684594,29687553,29688125,29688476,29692228,29693816,29694722,29695223,29695588,29696111,"	"29664338,29668241,29668420,29669853,29670271,29674205,29678546,29683123,29684775,29687588,29688158,29688595,29692358,29693939,29694885,29695321,29695841,29696515,"	Q01844-5	uc003aev.3
FERD3L	chr7	7	-	0	19184404	19185044	19184484	19184985	1	"19184404,"	"19185044,"	Q96RJ6	uc003suo.1
FEV	chr2	2	-	0	219845808	219850379	219846388	219849797	3	"219845808,219848952,219849745,"	"219846978,219849027,219850379,"	Q99581	uc002vji.1
FIGLA	chr2	2	-	0	71004441	71017775	71004498	71017770	5	"71004441,71004768,71012546,71014780,71017539,"	"71004514,71004803,71012771,71014933,71017775,"	Q6QHK4	uc002she.1
FLI1	chr11	11	+	1	128628009	128638413	128628090	128638322	2	"128628009,128638012,"	"128628221,128638413,"		uc001qen.3
FLI1	chr11	11	+	1	128563810	128683162	128628090	128680883	10	"128563810,128618131,128628009,128638012,128642676,128651852,128675260,128677074,128679051,128680353,"	"128564171,128618185,128628221,128638167,128642880,128651918,128675326,128677134,128679099,128683162,"	NP_001161153	uc010sbv.2
FLI1	chr11	11	+	1	128563810	128683162	128634684	128680883	10	"128563810,128628009,128634545,128638012,128642676,128651852,128675260,128677074,128679051,128680353,"	"128564171,128628221,128634716,128638167,128642880,128651918,128675326,128677134,128679099,128683162,"	Q01543-2	uc009zci.3
FLI1	chr11	11	+	1	128556429	128683162	128628211	128680883	7	"128556429,128628009,128651852,128675260,128677074,128679051,128680353,"	"128556596,128628221,128651918,128675326,128677134,128679099,128683162,"	B4DFV4	uc010sbt.2
FLI1	chr11	11	+	1	128563810	128683162	128564153	128680883	9	"128563810,128628009,128638012,128642676,128651852,128675260,128677074,128679051,128680353,"	"128564171,128628221,128638167,128642880,128651918,128675326,128677134,128679099,128683162,"	Q01543	uc010sbu.2
FOS	chr14	14	+	1	75746345	75748937	75746780	75748127	3	"75746345,75747262,75747485,"	"75746831,75747370,75748937,"	P01100	uc010asi.3
FOS	chr14	14	+	1	75745480	75748937	75745685	75748127	3	"75745480,75746579,75747485,"	"75745826,75746831,75748937,"	B4DQ65	uc010tva.2
FOS	chr14	14	+	1	75745480	75748937	75745685	75748127	4	"75745480,75746579,75747262,75747485,"	"75745826,75746831,75747370,75748937,"	P01100	uc001xrn.3
FOSB	chr19	19	+	1	45971252	45975327	45971844	45974294	2	"45971252,45973886,"	"45971970,45975327,"	A8VJF7	uc002pbw.3
FOSB	chr19	19	+	1	45971252	45978436	45971844	45976107	5	"45971252,45973886,45974451,45975808,45976104,"	"45971970,45974207,45974559,45975964,45978436,"	P53539	uc010ekb.1
FOSB	chr19	19	+	1	45971252	45978437	45971844	45976270	4	"45971252,45974003,45974451,45975808,"	"45971970,45974207,45974559,45978437,"	A8VJF0	uc010ekf.3
FOSB	chr19	19	+	1	45971252	45978437	45971844	45976270	3	"45971252,45974003,45975808,"	"45971970,45974207,45978437,"	A8VJF3	uc010eke.3
FOSB	chr19	19	+	1	45971252	45978436	45971844	45976107	4	"45971252,45973886,45975808,45976104,"	"45971970,45974207,45975964,45978436,"	A8VJF7	uc010ekd.1
FOSB	chr19	19	+	1	45971252	45978436	45971844	45976107	5	"45971252,45974003,45974451,45975808,45976104,"	"45971970,45974207,45974559,45975964,45978436,"	A8VJG1	uc010eka.1
FOSB	chr19	19	+	1	45971252	45978437	45971844	45976270	2	"45971252,45975808,"	"45971970,45978437,"	E7EPR6	uc010ekg.3
FOSB	chr19	19	+	1	45971252	45978436	45971252	45971252	3	"45971252,45975808,45976104,"	"45971970,45975964,45978436,"		uc010ekc.2
FOSB	chr19	19	+	1	45971252	45978437	45971844	45976270	3	"45971252,45973886,45975808,"	"45971970,45974207,45978437,"	E9PHJ3	uc002pby.4
FOSB	chr19	19	+	1	45971252	45978437	45971844	45976270	4	"45971252,45973886,45974451,45975808,"	"45971970,45974207,45974559,45978437,"	P53539	uc002pbx.4
FOSL1	chr11	11	-	0	65659691	65667997	65660356	65667810	2	"65659691,65667711,"	"65660767,65667997,"	B4DR11	uc010ros.1
FOSL1	chr11	11	-	0	65659691	65667997	65660356	65667810	4	"65659691,65661484,65664279,65667711,"	"65660767,65661592,65664477,65667997,"	P15407	uc001ogg.1
FOSL2	chr2	2	+	1	28618578	28637516	28626988	28635315	4	"28618578,28626973,28631625,28634796,"	"28618643,28627225,28631733,28637516,"	P15408	uc010ymi.2
FOSL2	chr2	2	+	1	28615668	28639445	28615676	28635315	4	"28615668,28626973,28631625,28634745,"	"28615703,28627225,28631733,28639445,"	P15408-2	uc021vfg.1
FOSL2	chr2	2	+	1	28615778	28637516	28616587	28635315	4	"28615778,28626973,28631625,28634796,"	"28616689,28627225,28631733,28637516,"	P15408	uc002rma.3
FOXA1	chr14	14	-	0	38058756	38063467	38060569	38061889	2	"38058756,38063280,"	"38061916,38063467,"	P55317	uc010tpz.3
FOXA1	chr14	14	-	0	38058756	38064325	38060569	38064177	2	"38058756,38064105,"	"38061916,38064325,"	P55317	uc001wuf.4
FOXA2	chr20	20	-	0	22561641	22565101	22562487	22564916	2	"22561641,22564829,"	"22563792,22565101,"	B0ZTD4	uc002wsm.3
FOXA2	chr20	20	-	0	22561641	22566101	22562487	22564898	3	"22561641,22564829,22565912,"	"22563792,22564899,22566101,"	Q9Y261	uc002wsn.3
FOXA3	chr19	19	+	1	46367517	46377055	46367714	46376316	2	"46367517,46375332,"	"46367783,46377055,"	P55318	uc002pdr.3
FOXB1	chr15	15	+	1	60297162	60298140	60297162	60298140	1	"60297162,"	"60298140,"	Q99853	uc021sna.1
FOXB1	chr15	15	+	1	60296420	60328408	60296420	60296420	3	"60296420,60317954,60328308,"	"60296842,60318108,60328408,"		uc010bgh.1
FOXB1	chr15	15	+	1	60296420	60298142	60297162	60298140	2	"60296420,60297105,"	"60296842,60298142,"	Q99853	uc002agj.1
FOXC1	chr6	6	+	1	1610680	1614129	1610680	1612342	1	"1610680,"	"1614129,"	Q12948	uc003mtp.3
FOXC2	chr16	16	+	1	86600856	86602537	86600941	86602447	1	"86600856,"	"86602537,"	Q99958	uc002fjq.3
FOXD1	chr5	5	-	0	72742084	72744352	72742791	72744187	2	"72742084,72743299,"	"72743298,72744352,"	Q16676	uc003kcp.3
FOXD2	chr1	1	+	1	47901688	47906363	47903807	47905295	1	"47901688,"	"47906363,"	O60548	uc001crm.3
FOXE1	chr9	9	+	1	100615536	100618997	100616196	100617318	1	"100615536,"	"100618997,"	O00358	uc004axu.3
FOXF2	chr6	6	+	1	1390068	1395832	1390182	1395094	2	"1390068,1394930,"	"1391353,1395832,"	Q12947	uc003mtm.3
FOXG1	chr14	14	+	1	29236277	29239483	29236485	29237955	1	"29236277,"	"29239483,"	P55316	uc001wqe.4
FOXH1	chr8	8	-	0	145699114	145701718	145699620	145701139	3	"145699114,145700539,145700965,"	"145700439,145700644,145701718,"	O75593	uc003zdc.3
FOXI1	chr5	5	+	1	169532916	169536729	169532961	169535615	2	"169532916,169535052,"	"169533535,169536729,"	Q12951	uc003mai.4
FOXI1	chr5	5	+	1	169532916	169536729	169532961	169535615	2	"169532916,169535337,"	"169533535,169536729,"	Q12951-2	uc003maj.4
FOXK1	chr7	7	+	1	4721929	4795175	4721939	4794252	3	"4721929,4780468,4794089,"	"4722499,4780654,4795175,"	NP_001032242	uc003snb.1
FOXK1	chr7	7	+	1	4683387	4811074	4714885	4802095	12	"4683387,4684316,4685059,4714858,4780468,4794089,4794867,4796624,4798681,4798941,4800694,4801814,"	"4683455,4684432,4685091,4714956,4780654,4794246,4795014,4796818,4798848,4799226,4800919,4811074,"	P85037-2	uc003sna.1
FOXK1	chr7	7	+	1	4721929	4811074	4721939	4802095	9	"4721929,4780468,4794089,4794867,4796624,4798681,4798941,4800694,4801814,"	"4722499,4780654,4794246,4795014,4796818,4798848,4799226,4800919,4811074,"	P85037	uc003snc.1
FOXK2	chr17	17	+	1	80551297	80562483	80551297	80551297	4	"80551297,80553657,80557967,80559178,"	"80551830,80554067,80558120,80562483,"		uc002kfo.3
FOXK2	chr17	17	+	1	80477593	80554067	80477764	80553716	9	"80477593,80521229,80525929,80529599,80540616,80541888,80543779,80544938,80553657,"	"80478183,80521424,80526077,80529746,80540810,80542064,80544076,80545148,80554067,"	Q01167-2	uc002kfm.1
FOXK2	chr17	17	+	1	80553657	80562483	80553657	80553657	2	"80553657,80559178,"	"80554067,80562483,"		uc002kfp.3
FOXK2	chr17	17	+	1	80477593	80562483	80477764	80559375	9	"80477593,80521229,80525929,80529599,80540616,80541888,80543779,80544938,80559178,"	"80478183,80521424,80526077,80529746,80540810,80542064,80544076,80545148,80562483,"	Q01167	uc002kfn.3
FOXK2	chr17	17	+	1	80477593	80562483	80477764	80559280	5	"80477593,80521229,80525929,80529599,80559178,"	"80478183,80521424,80526077,80529746,80562483,"	Q01167-3	uc010diu.3
FOXL1	chr16	16	+	1	86612114	86615304	86612329	86613367	1	"86612114,"	"86615304,"	Q12952	uc002fjr.3
FOXN3	chr14	14	-	0	89878277	90085494	89878277	89878820	3	"89878277,89952912,90085371,"	"89878834,89953015,90085494,"	G3V3A7	uc001xxp.2
FOXN3	chr14	14	-	0	89622515	90085494	89628757	89878820	6	"89622515,89647044,89747293,89817015,89878277,90085371,"	"89629313,89647150,89747358,89817152,89878834,90085494,"	O00409-2	uc010atk.3
FOXN3	chr14	14	-	0	89622515	90085494	89628757	89878820	7	"89622515,89647044,89656727,89747293,89817015,89878277,90085371,"	"89629313,89647150,89656793,89747358,89817152,89878834,90085494,"	O00409	uc001xxo.4
FOXN3	chr14	14	-	0	89622515	89883454	89628757	89878820	6	"89622515,89647044,89747293,89817015,89878277,89883214,"	"89629313,89647150,89747358,89817152,89878834,89883454,"	O00409-2	uc001xxn.4
FOXO3	chr6	6	+	1	108977548	109005971	108984696	108986058	3	"108977548,108984657,109001029,"	"108977741,108986092,109005971,"	O43524	uc010kdj.1
FOXO3	chr6	6	+	1	108910908	109005971	108984696	108986058	3	"108910908,108984657,109001029,"	"108911018,108986092,109005971,"	O43524	uc011ean.1
FOXO3	chr6	6	+	1	108882068	109005971	108882411	108986058	3	"108882068,108984657,109001029,"	"108883032,108986092,109005971,"	O43524	uc003psm.2
FOXO3	chr6	6	+	1	108881025	109005971	108882411	108986058	4	"108881025,108882288,108984657,109001029,"	"108881218,108883032,108986092,109005971,"	O43524	uc003psk.2
FOXO4	chrX	23	+	1	70315998	70323384	70316378	70321934	4	"70315998,70316714,70320533,70321926,"	"70316549,70316831,70321590,70323384,"	P98177-2	uc004dyt.2
FOXO4	chrX	23	+	1	70315998	70323384	70316378	70321934	3	"70315998,70320533,70321926,"	"70316831,70321590,70323384,"	P98177	uc004dys.2
FOXO6	chr1	1	+	1	41827328	41849263							
FOXP1	chr3	3	-	0	71003864	71180092	71008397	71179834	14	"71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71161686,71179648,"	"71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71161788,71180092,"	H0Y882	uc003dok.3
FOXP1	chr3	3	-	0	71003864	71542706	71003864	71003864	22	"71003864,71015040,71019886,71021161,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71247352,71348970,71378931,71381344,71408300,71542576,"	"71008542,71015207,71019956,71021331,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71247543,71349031,71378971,71384432,71408395,71542706,"		uc003don.3
FOXP1	chr3	3	-	0	71007417	71408395	71007417	71247532	15	"71007417,71026170,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71247352,71348970,71408300,"	"71007472,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101774,71102924,71161788,71247543,71349031,71408395,"	A3KMG1	uc003doq.1
FOXP1	chr3	3	-	0	71017534	71090683	71021686	71090681	8	"71017534,71026091,71026793,71026978,71037144,71050122,71064699,71090478,"	"71021827,71026193,71026870,71027180,71037228,71050210,71064804,71090683,"	B4DMV4	uc003dor.1
FOXP1	chr3	3	-	0	71247033	71633140	71247054	71247532	7	"71247033,71247352,71348970,71408300,71542576,71630699,71633060,"	"71247219,71247543,71349031,71408395,71542706,71630848,71633140,"	Q9H334-5	uc003dos.3
FOXP1	chr3	3	-	0	71003864	71632904	71008397	71247532	21	"71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71247352,71348970,71408300,71542576,71630699,71632721,"	"71008542,71015207,71019956,71021827,71026193,71026870,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71247543,71349031,71408395,71542706,71630848,71632904,"	G5E9V8	uc003doo.3
FOXP1	chr3	3	-	0	71003864	71633140	71008397	71247532	21	"71003864,71015040,71019886,71021161,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71247352,71348970,71408300,71542576,71630699,71633060,"	"71008542,71015207,71019956,71021331,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71247543,71349031,71408395,71542706,71630848,71633140,"	NP_001231739	uc021xao.1
FOXP1	chr3	3	-	0	71003864	71353911	71008397	71247532	16	"71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71161686,71247352,71348970,71353829,"	"71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71161788,71247543,71349031,71353911,"	Q8NAN6	uc003dom.3
FOXP1	chr3	3	-	0	71003864	71114074	71008397	71102906	15	"71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71113974,"	"71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71114074,"	NP_001231742	uc003doi.3
FOXP1	chr3	3	-	0	71003864	71294316	71008397	71247532	17	"71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71247352,71294004,"	"71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71247543,71294316,"	Q9H334	uc003dol.3
FOXP1	chr3	3	-	0	71003864	71180092	71008397	71179834	16	"71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71179648,"	"71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71180092,"	E9PFD3	uc003doj.3
FOXP1	chr3	3	-	0	71003864	71592708	71008397	71247532	20	"71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71247352,71348970,71408300,71542576,71592574,"	"71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71247543,71349031,71408395,71542706,71592708,"	Q9H334	uc021xan.1
